id,source,marketplace,country,ProductCat,ProductAgg,Product,Date,DateFormatted,DateMarket,Wholesale,Retail,Currency,Unit,Active,
529453,EAGC-RATIN,Nakuru,KEN,Seeds & Nuts,Nuts,Ground Nuts,3/17/20 0:00,3/17/20 0:,3/17/20 0:NakuruGround Nuts,140,136,KES,1Kg,1,4/2/20 1:39
529457,EAGC-RATIN,Mombasa,KEN,Peas,Peas,Cowpeas,3/17/20 0:00,3/17/20 0:,3/17/20 0:MombasaCowpeas,44,38,KES,1Kg,1,4/2/20 1:39
529479,EAGC-RATIN,Masindi,UGA,Beans,Beans,Black Beans (Dolichos),3/17/20 0:00,3/17/20 0:,3/17/20 0:MasindiBlack Beans (Dolichos),78,72,KES,1Kg,1,4/2/20 1:39
529489,EAGC-RATIN,Kampala,UGA,Cereals - Rice,Rice,Rice,3/17/20 0:00,3/17/20 0:,3/17/20 0:KampalaRice,97,91,KES,1Kg,1,4/2/20 1:39
522144,EAGC-RATIN,Kimironko,RWA,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoRed Sorghum,41,38,KES,1Kg,1,3/16/20 11:25
522145,EAGC-RATIN,Ruhengeri,RWA,Peas,Peas,Cowpeas,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriCowpeas,141,130,KES,1Kg,1,3/16/20 11:25
522150,EAGC-RATIN,Gicumbi,RWA,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiRice,97,92,KES,1Kg,0,3/16/20 23:00
522166,EAGC-RATIN,Kobero,BDI,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoGreen Peas,136,120,KES,1Kg,1,3/16/20 11:25
522167,EAGC-RATIN,Bujumbura,BDI,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaRed Beans,76,71,KES,1Kg,1,3/16/20 11:25
522171,EAGC-RATIN,Nairobi,KEN,Seeds & Nuts,Nuts,Ground Nuts,3/16/20 0:00,3/16/20 0:,3/16/20 0:NairobiGround Nuts,125,123,KES,1Kg,1,3/16/20 11:25
522174,EAGC-RATIN,Gicumbi,RWA,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiRed Beans,70,65,KES,1Kg,1,3/16/20 11:25
522175,EAGC-RATIN,Eldoret,KEN,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:EldoretWheat,37,33,KES,1Kg,1,3/16/20 11:25
522181,EAGC-RATIN,Bujumbura,BDI,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaWheat,76,73,KES,1Kg,1,3/16/20 11:25
522185,EAGC-RATIN,Nairobi,KEN,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:NairobiDry Maize,35,31,KES,1Kg,1,3/16/20 11:25
522191,EAGC-RATIN,Bujumbura,BDI,Peas,Peas,Dry Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaDry Peas,179,174,KES,1Kg,1,3/16/20 11:25
522192,EAGC-RATIN,Bujumbura,BDI,Cereals - Rice,Rice,Imported Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaImported Rice,163,158,KES,1Kg,1,3/16/20 11:25
522196,EAGC-RATIN,Eldoret,KEN,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:EldoretRed Sorghum,69,60,KES,1Kg,1,3/16/20 11:25
522198,EAGC-RATIN,Mombasa,KEN,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:MombasaGreen Peas,75,70,KES,1Kg,1,3/16/20 11:25
522199,EAGC-RATIN,Ngozi,BDI,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziRed Beans,82,76,KES,1Kg,1,3/16/20 11:25
522209,EAGC-RATIN,Nakuru,KEN,Peas,Peas,Cowpeas,3/16/20 0:00,3/16/20 0:,3/16/20 0:NakuruCowpeas,98,90,KES,1Kg,1,3/16/20 11:25
522228,EAGC-RATIN,Mombasa,KEN,Seeds & Nuts,Nuts,Ground Nuts,3/16/20 0:00,3/16/20 0:,3/16/20 0:MombasaGround Nuts,138,136,KES,1Kg,1,3/16/20 11:25
522229,EAGC-RATIN,Nairobi,KEN,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:NairobiMillet Grain,98,95,KES,1Kg,1,3/16/20 11:25
522235,EAGC-RATIN,Kobero,BDI,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoYellow Beans,92,87,KES,1Kg,1,3/16/20 11:25
522239,EAGC-RATIN,Ruhengeri,RWA,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriMillet Grain,76,70,KES,1Kg,1,3/16/20 11:26
522248,EAGC-RATIN,Eldoret,KEN,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:EldoretMillet Grain,88,85,KES,1Kg,1,3/16/20 11:26
522267,EAGC-RATIN,Ruhengeri,RWA,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriGreen Peas,108,87,KES,1Kg,1,3/16/20 11:26
522276,EAGC-RATIN,Kobero,BDI,Cereals - Rice,Rice,Imported Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoImported Rice,147,141,KES,1Kg,1,3/16/20 11:26
522287,EAGC-RATIN,Kimironko,RWA,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoMillet Grain,87,81,KES,1Kg,1,3/16/20 11:26
522291,EAGC-RATIN,Kimironko,RWA,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoWheat,70,65,KES,1Kg,1,3/16/20 11:26
522299,EAGC-RATIN,Nakuru,KEN,Seeds & Nuts,Nuts,Ground Nuts,3/16/20 0:00,3/16/20 0:,3/16/20 0:NakuruGround Nuts,140,136,KES,1Kg,1,3/16/20 11:26
522300,EAGC-RATIN,Kimironko,RWA,Beans,Beans,Black Beans (Dolichos),3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoBlack Beans (Dolichos),141,130,KES,1Kg,1,3/16/20 11:26
522303,EAGC-RATIN,Gicumbi,RWA,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiRed Sorghum,38,32,KES,1Kg,1,3/16/20 11:26
522305,EAGC-RATIN,Ngozi,BDI,Cereals - Rice,Rice,Imported Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziImported Rice,163,158,KES,1Kg,1,3/16/20 11:26
522307,EAGC-RATIN,Kimironko,RWA,Peas,Peas,Cowpeas,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoCowpeas,152,141,KES,1Kg,1,3/16/20 11:26
522310,EAGC-RATIN,Nakuru,KEN,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:NakuruRed Sorghum,36,30,KES,1Kg,1,3/16/20 11:26
522317,EAGC-RATIN,Ngozi,BDI,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziMixed Beans,68,65,KES,1Kg,1,3/16/20 11:26
522319,EAGC-RATIN,Ruhengeri,RWA,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriWheat,70,67,KES,1Kg,1,3/16/20 11:26
522325,EAGC-RATIN,Nairobi,KEN,Beans,Beans,Green Gram,3/16/20 0:00,3/16/20 0:,3/16/20 0:NairobiGreen Gram,127,123,KES,1Kg,1,3/16/20 11:26
522330,EAGC-RATIN,Mombasa,KEN,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:MombasaMillet Grain,57,55,KES,1Kg,1,3/16/20 11:26
522339,EAGC-RATIN,Mombasa,KEN,Beans,Beans,Black Beans (Dolichos),3/16/20 0:00,3/16/20 0:,3/16/20 0:MombasaBlack Beans (Dolichos),148,145,KES,1Kg,1,3/16/20 11:26
522344,EAGC-RATIN,Ngozi,BDI,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziWheat,82,79,KES,1Kg,1,3/16/20 11:26
522346,EAGC-RATIN,Gicumbi,RWA,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiDry Maize,29,26,KES,1Kg,1,3/16/20 11:26
522350,EAGC-RATIN,Gitega,BDI,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaGreen Peas,174,163,KES,1Kg,1,3/16/20 11:26
522353,EAGC-RATIN,Ngozi,BDI,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziGreen Peas,152,147,KES,1Kg,1,3/16/20 11:26
522357,EAGC-RATIN,Bujumbura,BDI,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaRed Sorghum,82,76,KES,1Kg,1,3/16/20 11:26
522366,EAGC-RATIN,Gitega,BDI,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaRice,120,109,KES,1Kg,1,3/16/20 11:26
522373,EAGC-RATIN,Eldoret,KEN,Beans,Beans,Green Gram,3/16/20 0:00,3/16/20 0:,3/16/20 0:EldoretGreen Gram,148,140,KES,1Kg,1,3/16/20 11:26
522376,EAGC-RATIN,Eldoret,KEN,Peas,Peas,Cowpeas,3/16/20 0:00,3/16/20 0:,3/16/20 0:EldoretCowpeas,89,85,KES,1Kg,1,3/16/20 11:26
522402,EAGC-RATIN,Bujumbura,BDI,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaRice,109,103,KES,1Kg,1,3/16/20 11:26
522408,EAGC-RATIN,Kobero,BDI,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoRed Sorghum,60,54,KES,1Kg,1,3/16/20 11:26
522411,EAGC-RATIN,Bujumbura,BDI,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaDry Maize,38,35,KES,1Kg,1,3/16/20 11:27
522415,EAGC-RATIN,Bujumbura,BDI,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaMixed Beans,65,60,KES,1Kg,1,3/16/20 11:27
522432,EAGC-RATIN,Mombasa,KEN,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:MombasaRed Sorghum,42,38,KES,1Kg,1,3/16/20 11:27
522452,EAGC-RATIN,Gicumbi,RWA,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiMixed Beans,62,56,KES,1Kg,1,3/16/20 11:27
522464,EAGC-RATIN,Eldoret,KEN,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:EldoretDry Maize,36,31,KES,1Kg,1,3/16/20 11:27
522468,EAGC-RATIN,Ngozi,BDI,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziMillet Grain,76,73,KES,1Kg,1,3/16/20 11:27
522469,EAGC-RATIN,Gicumbi,RWA,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiWheat,71,68,KES,1Kg,1,3/16/20 11:27
522473,EAGC-RATIN,Mombasa,KEN,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:MombasaDry Maize,30,26,KES,1Kg,1,3/16/20 11:27
522486,EAGC-RATIN,Nakuru,KEN,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:NakuruDry Maize,33,31,KES,1Kg,1,3/16/20 11:27
522490,EAGC-RATIN,Gicumbi,RWA,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiGreen Peas,119,108,KES,1Kg,1,3/16/20 11:27
522492,EAGC-RATIN,Ngozi,BDI,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziDry Maize,35,32,KES,1Kg,1,3/16/20 11:27
522495,EAGC-RATIN,Gicumbi,RWA,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiYellow Beans,76,70,KES,1Kg,1,3/16/20 11:27
522496,EAGC-RATIN,Gicumbi,RWA,Peas,Peas,Cowpeas,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiCowpeas,130,119,KES,1Kg,1,3/16/20 11:27
522500,EAGC-RATIN,Gicumbi,RWA,Cereals - Rice,Rice,Imported Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiImported Rice,130,119,KES,1Kg,1,3/16/20 11:27
522514,EAGC-RATIN,Kimironko,RWA,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoRed Beans,81,76,KES,1Kg,1,3/16/20 11:27
522518,EAGC-RATIN,Nairobi,KEN,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:NairobiRed Sorghum,60,58,KES,1Kg,1,3/16/20 11:27
522522,EAGC-RATIN,Gitega,BDI,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaWheat,82,76,KES,1Kg,1,3/16/20 11:27
522523,EAGC-RATIN,Kobero,BDI,Peas,Peas,Dry Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoDry Peas,163,152,KES,1Kg,1,3/16/20 11:27
522526,EAGC-RATIN,Ngozi,BDI,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziYellow Beans,120,114,KES,1Kg,1,3/16/20 11:27
522535,EAGC-RATIN,Bujumbura,BDI,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaGreen Peas,185,174,KES,1Kg,1,3/16/20 11:27
522541,EAGC-RATIN,Nakuru,KEN,Beans,Beans,Green Gram,3/16/20 0:00,3/16/20 0:,3/16/20 0:NakuruGreen Gram,87,80,KES,1Kg,1,3/16/20 11:27
522543,EAGC-RATIN,Gitega,BDI,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaYellow Beans,103,98,KES,1Kg,1,3/16/20 11:27
522558,EAGC-RATIN,Mombasa,KEN,Peas,Peas,Cowpeas,3/16/20 0:00,3/16/20 0:,3/16/20 0:MombasaCowpeas,45,38,KES,1Kg,1,3/16/20 11:27
522563,EAGC-RATIN,Gitega,BDI,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaRed Beans,71,65,KES,1Kg,1,3/16/20 11:27
522565,EAGC-RATIN,Ruhengeri,RWA,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriDry Maize,30,27,KES,1Kg,1,3/16/20 11:27
522568,EAGC-RATIN,Kimironko,RWA,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoGreen Peas,130,108,KES,1Kg,1,3/16/20 11:27
522569,EAGC-RATIN,Kobero,BDI,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoMixed Beans,65,60,KES,1Kg,1,3/16/20 11:27
522570,EAGC-RATIN,Gitega,BDI,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaDry Maize,38,33,KES,1Kg,1,3/16/20 11:27
522571,EAGC-RATIN,Nairobi,KEN,Peas,Peas,Cowpeas,3/16/20 0:00,3/16/20 0:,3/16/20 0:NairobiCowpeas,86,80,KES,1Kg,1,3/16/20 11:27
522576,EAGC-RATIN,Gitega,BDI,Cereals - Rice,Rice,Imported Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaImported Rice,147,141,KES,1Kg,1,3/16/20 11:27
522578,EAGC-RATIN,Ngozi,BDI,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziRed Sorghum,71,68,KES,1Kg,1,3/16/20 11:27
522579,EAGC-RATIN,Kimironko,RWA,Cereals - Rice,Rice,Imported Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoImported Rice,130,119,KES,1Kg,1,3/16/20 11:27
522588,EAGC-RATIN,Nakuru,KEN,Beans,Beans,Black Beans (Dolichos),3/16/20 0:00,3/16/20 0:,3/16/20 0:NakuruBlack Beans (Dolichos),159,155,KES,1Kg,1,3/16/20 11:27
522602,EAGC-RATIN,Gitega,BDI,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaRed Sorghum,71,65,KES,1Kg,1,3/16/20 11:28
522606,EAGC-RATIN,Bujumbura,BDI,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaMillet Grain,82,76,KES,1Kg,1,3/16/20 11:28
522609,EAGC-RATIN,Ngozi,BDI,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:NgoziRice,109,106,KES,1Kg,1,3/16/20 11:28
522611,EAGC-RATIN,Bujumbura,BDI,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:BujumburaYellow Beans,109,103,KES,1Kg,1,3/16/20 11:28
522613,EAGC-RATIN,Ruhengeri,RWA,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriYellow Beans,81,76,KES,1Kg,1,3/16/20 11:28
522615,EAGC-RATIN,Kimironko,RWA,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoRice,108,97,KES,1Kg,1,3/16/20 11:28
522618,EAGC-RATIN,Kimironko,RWA,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoDry Maize,32,29,KES,1Kg,1,3/16/20 11:28
522626,EAGC-RATIN,Ruhengeri,RWA,Cereals - Rice,Rice,Imported Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriImported Rice,130,119,KES,1Kg,1,3/16/20 11:28
522630,EAGC-RATIN,Eldoret,KEN,Beans,Beans,Black Beans (Dolichos),3/16/20 0:00,3/16/20 0:,3/16/20 0:EldoretBlack Beans (Dolichos),133,130,KES,1Kg,1,3/16/20 11:28
522632,EAGC-RATIN,Kimironko,RWA,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoMixed Beans,60,54,KES,1Kg,1,3/16/20 11:28
522639,EAGC-RATIN,Nakuru,KEN,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:NakuruGreen Peas,52,49,KES,1Kg,1,3/16/20 11:28
522641,EAGC-RATIN,Gitega,BDI,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaMillet Grain,71,65,KES,1Kg,1,3/16/20 11:28
522645,EAGC-RATIN,Gicumbi,RWA,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiMillet Grain,70,67,KES,1Kg,1,3/16/20 11:28
522656,EAGC-RATIN,Gicumbi,RWA,Beans,Beans,Green Gram,3/16/20 0:00,3/16/20 0:,3/16/20 0:GicumbiGreen Gram,97,87,KES,1Kg,1,3/16/20 11:28
522658,EAGC-RATIN,Ruhengeri,RWA,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriRice,97,92,KES,1Kg,1,3/16/20 11:28
522667,EAGC-RATIN,Gitega,BDI,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaMixed Beans,71,65,KES,1Kg,1,3/16/20 11:28
522668,EAGC-RATIN,Nairobi,KEN,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:NairobiGreen Peas,64,58,KES,1Kg,1,3/16/20 11:28
522689,EAGC-RATIN,Nakuru,KEN,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:NakuruMillet Grain,67,60,KES,1Kg,1,3/16/20 11:28
522690,EAGC-RATIN,Kobero,BDI,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoRed Beans,60,54,KES,1Kg,1,3/16/20 11:28
522697,EAGC-RATIN,Kimironko,RWA,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KimironkoYellow Beans,87,81,KES,1Kg,1,3/16/20 11:28
522698,EAGC-RATIN,Ruhengeri,RWA,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriRed Sorghum,40,37,KES,1Kg,1,3/16/20 11:28
522700,EAGC-RATIN,Ruhengeri,RWA,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriRed Beans,81,76,KES,1Kg,1,3/16/20 11:28
522701,EAGC-RATIN,Ruhengeri,RWA,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:RuhengeriMixed Beans,60,54,KES,1Kg,1,3/16/20 11:28
522705,EAGC-RATIN,Eldoret,KEN,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:EldoretGreen Peas,53,49,KES,1Kg,1,3/16/20 11:28
522709,EAGC-RATIN,Kobero,BDI,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoRice,98,92,KES,1Kg,1,3/16/20 11:28
522716,EAGC-RATIN,Gitega,BDI,Peas,Peas,Dry Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:GitegaDry Peas,158,152,KES,1Kg,1,3/16/20 11:28
522718,EAGC-RATIN,Kobero,BDI,Cereals - Maize,Maize,Dry Maize,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoDry Maize,36,27,KES,1Kg,1,3/16/20 11:28
522719,EAGC-RATIN,Kobero,BDI,Cereals - Other,Millet,Millet Grain,3/16/20 0:00,3/16/20 0:,3/16/20 0:KoberoMillet Grain,71,65,KES,1Kg,1,3/16/20 11:28
522727,EAGC-RATIN,Nairobi,KEN,Beans,Beans,Black Beans (Dolichos),3/16/20 0:00,3/16/20 0:,3/16/20 0:NairobiBlack Beans (Dolichos),150,146,KES,1Kg,1,3/16/20 11:28
528778,EAGC-RATIN,Dar es salaam,TZA,Beans,Beans,Green Gram,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamGreen Gram,120,107,KES,1Kg,1,4/2/20 1:18
528836,EAGC-RATIN,Dar es salaam,TZA,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamGreen Peas,58,53,KES,1Kg,1,4/2/20 1:18
528881,EAGC-RATIN,Dar es salaam,TZA,Cereals - Rice,Rice,Imported Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamImported Rice,116,98,KES,1Kg,1,4/2/20 1:19
528926,EAGC-RATIN,Dar es salaam,TZA,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamWheat,62,53,KES,1Kg,1,4/2/20 1:19
528942,EAGC-RATIN,Dar es salaam,TZA,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamYellow Beans,125,110,KES,1Kg,1,4/2/20 1:19
528944,EAGC-RATIN,Kigoma,TZA,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:KigomaRice,93,80,KES,1Kg,1,4/2/20 1:19
528956,EAGC-RATIN,Dar es salaam,TZA,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamRed Beans,100,93,KES,1Kg,1,4/2/20 1:19
528981,EAGC-RATIN,Kigoma,TZA,Peas,Peas,Green Peas,3/16/20 0:00,3/16/20 0:,3/16/20 0:KigomaGreen Peas,102,89,KES,1Kg,1,4/2/20 1:20
528992,EAGC-RATIN,Kigoma,TZA,Cereals - Other,Wheat,Wheat,3/16/20 0:00,3/16/20 0:,3/16/20 0:KigomaWheat,76,67,KES,1Kg,1,4/2/20 1:20
529153,EAGC-RATIN,Arusha,TZA,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:ArushaMixed Beans,67,49,KES,1Kg,1,4/2/20 1:21
529179,EAGC-RATIN,Dar es salaam,TZA,Peas,Peas,Cowpeas,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamCowpeas,80,71,KES,1Kg,1,4/2/20 1:22
529227,EAGC-RATIN,Kigoma,TZA,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KigomaMixed Beans,62,53,KES,1Kg,1,4/2/20 1:22
529292,EAGC-RATIN,Arusha,TZA,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:ArushaRed Beans,67,62,KES,1Kg,1,4/2/20 1:24
529313,EAGC-RATIN,Kigoma,TZA,Cereals - Other,Sorghum,Red Sorghum,3/16/20 0:00,3/16/20 0:,3/16/20 0:KigomaRed Sorghum,98,89,KES,1Kg,1,4/2/20 1:38
529344,EAGC-RATIN,Kigoma,TZA,Beans,Beans,Yellow Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KigomaYellow Beans,98,89,KES,1Kg,1,4/2/20 1:39
529354,EAGC-RATIN,Arusha,TZA,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:ArushaRice,89,85,KES,1Kg,1,4/2/20 1:39
529496,EAGC-RATIN,Dar es salaam,TZA,Beans,Beans,Mixed Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamMixed Beans,98,89,KES,1Kg,1,4/2/20 1:39
529510,EAGC-RATIN,Kigoma,TZA,Beans,Beans,Red Beans,3/16/20 0:00,3/16/20 0:,3/16/20 0:KigomaRed Beans,49,42,KES,1Kg,1,4/2/20 1:39
529532,EAGC-RATIN,Dar es salaam,TZA,Cereals - Rice,Rice,Rice,3/16/20 0:00,3/16/20 0:,3/16/20 0:Dar es salaamRice,107,102,KES,1Kg,1,4/2/20 1:39
522133,EAGC-RATIN,Kampala,UGA,Cereals - Rice,Rice,Imported Rice,3/13/20 0:00,3/13/20 0:,3/13/20 0:KampalaImported Rice,105,96,KES,1Kg,1,3/16/20 11:25
522134,EAGC-RATIN,Ngozi,BDI,Cereals - Maize,Maize,Dry Maize,3/13/20 0:00,3/13/20 0:,3/13/20 0:NgoziDry Maize,36,32,KES,1Kg,1,3/16/20 11:25
522139,EAGC-RATIN,Gulu,UGA,Cereals - Other,Millet,Millet Grain,3/13/20 0:00,3/13/20 0:,3/13/20 0:GuluMillet Grain,41,36,KES,1Kg,1,3/16/20 11:25
522142,EAGC-RATIN,Iringa,TZA,Cereals - Other,Millet,Millet Grain,3/13/20 0:00,3/13/20 0:,3/13/20 0:IringaMillet Grain,66,57,KES,1Kg,1,3/16/20 11:25
