Market,Product,Country,Date,Retail (MT),Wholesale (MT),Currency
Mbeya,Maize,Tanzania,5/23/19,549402,499457,TZS
Mbeya,Maize,Tanzania,5/24/19,550819,500744,TZS
Mbeya,Maize,Tanzania,5/29/19,419843,399849,TZS
Mbeya,Maize,Tanzania,5/30/19,419583,399602,TZS
Mbeya,Maize,Tanzania,6/3/19,450424,400378,TZS
Mbeya,Maize,Tanzania,6/4/19,450361,400322,TZS
Mbeya,Maize,Tanzania,6/12/19,450000,400000,TZS
Mbeya,Maize,Tanzania,6/13/19,450001,400000,TZS
Mbeya,Maize,Tanzania,6/14/19,449999,400001,TZS
Mbeya,Maize,Tanzania,6/17/19,449609,399654,TZS
Mbeya,Maize,Tanzania,6/19/19,450000,400000,TZS
Morogoro,Maize,Tanzania,11/7/11,0,479236,TZS
Morogoro,Maize,Tanzania,11/8/11,0,474695,TZS
Morogoro,Maize,Tanzania,11/9/11,0,477859,TZS
Morogoro,Maize,Tanzania,11/9/11,0,547619,TZS
Morogoro,Maize,Tanzania,11/10/11,0,478229,TZS
Morogoro,Maize,Tanzania,11/11/11,0,479387,TZS
Morogoro,Maize,Tanzania,11/16/11,0,459335,TZS
Morogoro,Maize,Tanzania,11/18/11,0,476322,TZS
Morogoro,Maize,Tanzania,11/28/11,0,453470,TZS
Morogoro,Maize,Tanzania,11/29/11,0,453451,TZS
Morogoro,Maize,Tanzania,11/30/11,0,460120,TZS
Morogoro,Maize,Tanzania,12/1/11,0,460120,TZS
Morogoro,Maize,Tanzania,12/2/11,0,457500,TZS
Morogoro,Maize,Tanzania,12/5/11,0,454451,TZS
Morogoro,Maize,Tanzania,12/6/11,0,477969,TZS
Morogoro,Maize,Tanzania,12/7/11,0,472877,TZS
Morogoro,Maize,Tanzania,12/8/11,0,458722,TZS
Morogoro,Maize,Tanzania,12/12/11,0,452980,TZS
Morogoro,Maize,Tanzania,12/13/11,0,457863,TZS
Morogoro,Maize,Tanzania,12/14/11,0,459059,TZS
Morogoro,Maize,Tanzania,12/19/11,0,480423,TZS
Morogoro,Maize,Tanzania,12/20/11,0,479679,TZS
Morogoro,Maize,Tanzania,12/21/11,0,480198,TZS
Morogoro,Maize,Tanzania,12/22/11,0,478725,TZS
Morogoro,Maize,Tanzania,12/23/11,0,480501,TZS
Morogoro,Maize,Tanzania,12/24/11,0,479456,TZS
Morogoro,Maize,Tanzania,12/26/11,0,479491,TZS
Morogoro,Maize,Tanzania,12/27/11,0,479491,TZS
Morogoro,Maize,Tanzania,12/28/11,0,479832,TZS
Morogoro,Maize,Tanzania,12/29/11,0,478707,TZS
Morogoro,Maize,Tanzania,12/30/11,0,479043,TZS
Morogoro,Maize,Tanzania,1/5/12,0,514763,TZS
Morogoro,Maize,Tanzania,1/6/12,0,481686,TZS
Morogoro,Maize,Tanzania,1/7/12,0,521715,TZS
Morogoro,Maize,Tanzania,1/9/12,0,429107,TZS
Morogoro,Maize,Tanzania,1/10/12,0,427472,TZS
Morogoro,Maize,Tanzania,1/11/12,0,429778,TZS
Morogoro,Maize,Tanzania,1/12/12,0,429322,TZS
Morogoro,Maize,Tanzania,1/13/12,0,428643,TZS
Morogoro,Maize,Tanzania,1/16/12,0,430536,TZS
Morogoro,Maize,Tanzania,1/17/12,0,429142,TZS
Morogoro,Maize,Tanzania,1/18/12,0,428278,TZS
Morogoro,Maize,Tanzania,1/19/12,0,439102,TZS
Morogoro,Maize,Tanzania,1/20/12,0,439158,TZS
Morogoro,Maize,Tanzania,1/23/12,0,439344,TZS
Morogoro,Maize,Tanzania,1/24/12,0,439062,TZS
Morogoro,Maize,Tanzania,1/25/12,0,440020,TZS
Morogoro,Maize,Tanzania,1/26/12,0,430509,TZS
Morogoro,Maize,Tanzania,1/27/12,0,429899,TZS
Morogoro,Maize,Tanzania,1/30/12,0,429988,TZS
Morogoro,Maize,Tanzania,1/31/12,0,430840,TZS
Morogoro,Maize,Tanzania,2/2/12,0,430180,TZS
Morogoro,Maize,Tanzania,2/6/12,0,429632,TZS
Morogoro,Maize,Tanzania,2/7/12,0,409162,TZS
Morogoro,Maize,Tanzania,2/8/12,0,408400,TZS
Morogoro,Maize,Tanzania,2/9/12,0,409687,TZS
Morogoro,Maize,Tanzania,2/10/12,0,408910,TZS
Morogoro,Maize,Tanzania,2/13/12,0,410396,TZS
Morogoro,Maize,Tanzania,2/14/12,0,409987,TZS
Morogoro,Maize,Tanzania,2/15/12,0,409506,TZS
Morogoro,Maize,Tanzania,2/16/12,0,409491,TZS
Morogoro,Maize,Tanzania,2/17/12,0,409890,TZS
Morogoro,Maize,Tanzania,2/20/12,0,410073,TZS
Morogoro,Maize,Tanzania,2/22/12,0,408905,TZS
Morogoro,Maize,Tanzania,2/23/12,0,408171,TZS
Morogoro,Maize,Tanzania,2/24/12,0,408421,TZS
Morogoro,Maize,Tanzania,2/27/12,0,406250,TZS
Morogoro,Maize,Tanzania,2/28/12,0,406736,TZS
Morogoro,Maize,Tanzania,2/29/12,0,401408,TZS
Morogoro,Maize,Tanzania,3/1/12,0,401554,TZS
Morogoro,Maize,Tanzania,3/2/12,0,409624,TZS
Morogoro,Maize,Tanzania,3/5/12,0,411459,TZS
Morogoro,Maize,Tanzania,3/7/12,0,410600,TZS
Morogoro,Maize,Tanzania,3/15/12,0,409963,TZS
Morogoro,Maize,Tanzania,3/17/12,0,413212,TZS
Morogoro,Maize,Tanzania,3/19/12,0,410306,TZS
Morogoro,Maize,Tanzania,3/20/12,0,414611,TZS
Morogoro,Maize,Tanzania,3/21/12,0,419476,TZS
Morogoro,Maize,Tanzania,3/22/12,0,419158,TZS
Morogoro,Maize,Tanzania,3/23/12,0,419374,TZS
Morogoro,Maize,Tanzania,3/26/12,0,417679,TZS
Morogoro,Maize,Tanzania,3/29/12,0,419711,TZS
Morogoro,Maize,Tanzania,4/3/12,0,418795,TZS
Morogoro,Maize,Tanzania,4/9/12,0,422661,TZS
Morogoro,Maize,Tanzania,4/10/12,0,440631,TZS
Morogoro,Maize,Tanzania,4/11/12,0,440747,TZS
Morogoro,Maize,Tanzania,4/13/12,0,441556,TZS
Morogoro,Maize,Tanzania,4/16/12,0,444480,TZS
Morogoro,Maize,Tanzania,4/17/12,0,490377,TZS
Morogoro,Maize,Tanzania,4/18/12,556771,487175,TZS
Morogoro,Maize,Tanzania,4/19/12,557142,487499,TZS
Morogoro,Maize,Tanzania,4/20/12,557865,488132,TZS
Morogoro,Maize,Tanzania,4/23/12,557213,487562,TZS
Morogoro,Maize,Tanzania,4/24/12,558061,488304,TZS
Morogoro,Maize,Tanzania,4/25/12,557381,487708,TZS
Morogoro,Maize,Tanzania,4/26/12,556672,487088,TZS
Morogoro,Maize,Tanzania,4/27/12,557049,487418,TZS
Morogoro,Maize,Tanzania,4/30/12,576479,496965,TZS
Morogoro,Maize,Tanzania,5/1/12,576693,497150,TZS
Morogoro,Maize,Tanzania,5/2/12,577401,497761,TZS
Morogoro,Maize,Tanzania,5/3/12,577025,497436,TZS
Morogoro,Maize,Tanzania,5/4/12,575980,496536,TZS
Morogoro,Maize,Tanzania,5/7/12,576508,496991,TZS
Morogoro,Maize,Tanzania,5/8/12,575777,496361,TZS
Morogoro,Maize,Tanzania,5/9/12,575504,496125,TZS
Morogoro,Maize,Tanzania,5/10/12,574412,495184,TZS
Morogoro,Maize,Tanzania,5/11/12,590264,508849,TZS
Morogoro,Maize,Tanzania,5/14/12,573194,494134,TZS
Morogoro,Maize,Tanzania,5/15/12,573470,494372,TZS
Morogoro,Maize,Tanzania,5/16/12,574437,495206,TZS
Morogoro,Maize,Tanzania,5/17/12,574910,495613,TZS
Morogoro,Maize,Tanzania,5/18/12,574615,495359,TZS
Morogoro,Maize,Tanzania,5/21/12,641297,522903,TZS
Morogoro,Maize,Tanzania,5/22/12,643683,524849,TZS
Morogoro,Maize,Tanzania,5/23/12,646066,526792,TZS
Morogoro,Maize,Tanzania,5/24/12,649619,529689,TZS
Morogoro,Maize,Tanzania,5/25/12,651443,531177,TZS
Morogoro,Maize,Tanzania,5/29/12,647916,528301,TZS
Morogoro,Maize,Tanzania,5/30/12,649105,529270,TZS
Morogoro,Maize,Tanzania,6/5/12,648665,528911,TZS
Morogoro,Maize,Tanzania,6/6/12,650000,530000,TZS
Morogoro,Maize,Tanzania,6/7/12,650838,530684,TZS
Morogoro,Maize,Tanzania,6/8/12,649887,529908,TZS
Morogoro,Maize,Tanzania,6/11/12,648920,529119,TZS
Morogoro,Maize,Tanzania,6/12/12,649937,529949,TZS
Morogoro,Maize,Tanzania,6/13/12,653700,533017,TZS
Morogoro,Maize,Tanzania,6/15/12,649166,529320,TZS
Morogoro,Maize,Tanzania,6/18/12,650000,530000,TZS
Morogoro,Maize,Tanzania,6/19/12,652009,531638,TZS
Morogoro,Maize,Tanzania,6/20/12,652427,531979,TZS
Morogoro,Maize,Tanzania,6/21/12,648661,528908,TZS
Morogoro,Maize,Tanzania,6/22/12,640742,550638,TZS
Morogoro,Maize,Tanzania,6/25/12,648996,529182,TZS
Morogoro,Maize,Tanzania,6/26/12,649719,529772,TZS
Morogoro,Maize,Tanzania,6/27/12,649461,529560,TZS
Morogoro,Maize,Tanzania,6/28/12,649477,529573,TZS
Morogoro,Maize,Tanzania,6/29/12,549617,469673,TZS
Morogoro,Maize,Tanzania,7/2/12,545671,466301,TZS
Morogoro,Maize,Tanzania,7/3/12,548869,469034,TZS
Morogoro,Maize,Tanzania,7/4/12,550000,470000,TZS
Morogoro,Maize,Tanzania,7/5/12,548628,468828,TZS
Morogoro,Maize,Tanzania,7/6/12,560000,510000,TZS
Morogoro,Maize,Tanzania,7/9/12,565421,514938,TZS
Morogoro,Maize,Tanzania,7/10/12,563379,513078,TZS
Morogoro,Maize,Tanzania,7/11/12,559566,509606,TZS
Morogoro,Maize,Tanzania,7/12/12,560610,510556,TZS
Morogoro,Maize,Tanzania,7/13/12,560502,510458,TZS
Morogoro,Maize,Tanzania,7/16/12,560001,510000,TZS
Morogoro,Maize,Tanzania,7/17/12,560504,510458,TZS
Morogoro,Maize,Tanzania,7/18/12,558705,508822,TZS
Morogoro,Maize,Tanzania,7/19/12,560001,510000,TZS
Morogoro,Maize,Tanzania,7/20/12,560000,510001,TZS
Morogoro,Maize,Tanzania,7/23/12,520000,460001,TZS
Morogoro,Maize,Tanzania,7/24/12,518679,458832,TZS
Morogoro,Maize,Tanzania,7/25/12,520000,459999,TZS
Morogoro,Maize,Tanzania,7/26/12,519450,459513,TZS
Morogoro,Maize,Tanzania,7/27/12,520000,440000,TZS
Morogoro,Maize,Tanzania,7/31/12,519057,439202,TZS
Morogoro,Maize,Tanzania,8/1/12,518723,438919,TZS
Morogoro,Maize,Tanzania,8/2/12,518723,438919,TZS
Morogoro,Maize,Tanzania,8/3/12,0,0,TZS
Morogoro,Maize,Tanzania,8/6/12,0,0,TZS
Morogoro,Maize,Tanzania,8/7/12,0,0,TZS
Morogoro,Maize,Tanzania,8/8/12,0,0,TZS
Morogoro,Maize,Tanzania,8/10/12,0,0,TZS
Morogoro,Maize,Tanzania,8/13/12,449535,399587,TZS
Morogoro,Maize,Tanzania,8/15/12,0,0,TZS
Morogoro,Maize,Tanzania,8/16/12,451510,381275,TZS
Morogoro,Maize,Tanzania,8/17/12,447222,397530,TZS
Morogoro,Maize,Tanzania,8/21/12,448959,399074,TZS
Morogoro,Maize,Tanzania,8/22/12,446643,397015,TZS
Morogoro,Maize,Tanzania,8/23/12,457353,426862,TZS
Morogoro,Maize,Tanzania,8/24/12,453301,402933,TZS
Morogoro,Maize,Tanzania,8/27/12,447801,398045,TZS
Morogoro,Maize,Tanzania,8/31/12,488418,448547,TZS
Morogoro,Maize,Tanzania,9/3/12,492222,452041,TZS
Morogoro,Maize,Tanzania,9/4/12,492222,452041,TZS
Morogoro,Maize,Tanzania,9/5/12,501619,451458,TZS
Morogoro,Maize,Tanzania,9/6/12,490949,450872,TZS
Morogoro,Maize,Tanzania,9/7/12,479380,449419,TZS
Morogoro,Maize,Tanzania,9/10/12,495804,456140,TZS
Morogoro,Maize,Tanzania,9/11/12,500000,450001,TZS
Morogoro,Maize,Tanzania,9/15/12,498704,458808,TZS
Morogoro,Maize,Tanzania,9/19/12,491588,451459,TZS
Morogoro,Maize,Tanzania,9/20/12,500322,450291,TZS
Morogoro,Maize,Tanzania,9/21/12,549289,449419,TZS
Morogoro,Maize,Tanzania,9/24/12,502260,452035,TZS
Morogoro,Maize,Tanzania,9/25/12,521679,461486,TZS
Morogoro,Maize,Tanzania,9/26/12,550355,450291,TZS
Morogoro,Maize,Tanzania,9/27/12,521343,461189,TZS
Morogoro,Maize,Tanzania,9/28/12,500645,450582,TZS
Morogoro,Maize,Tanzania,10/1/12,532224,470814,TZS
Morogoro,Maize,Tanzania,10/2/12,532190,470784,TZS
Morogoro,Maize,Tanzania,10/3/12,531901,470529,TZS
Morogoro,Maize,Tanzania,10/4/12,512125,460913,TZS
Morogoro,Maize,Tanzania,10/5/12,532647,471189,TZS
Morogoro,Maize,Tanzania,10/8/12,531716,470365,TZS
Morogoro,Maize,Tanzania,10/9/12,531565,460009,TZS
Morogoro,Maize,Tanzania,10/10/12,545588,494119,TZS
Morogoro,Maize,Tanzania,10/11/12,551996,490664,TZS
Morogoro,Maize,Tanzania,10/12/12,542253,491098,TZS
Morogoro,Maize,Tanzania,10/12/12,542253,491098,TZS
Morogoro,Maize,Tanzania,10/15/12,542109,490968,TZS
Morogoro,Maize,Tanzania,10/16/12,553095,491641,TZS
Morogoro,Maize,Tanzania,10/17/12,552799,511850,TZS
Morogoro,Maize,Tanzania,10/18/12,553172,512196,TZS
Morogoro,Maize,Tanzania,10/19/12,554267,513210,TZS
Morogoro,Maize,Tanzania,10/22/12,555164,514040,TZS
Morogoro,Maize,Tanzania,10/22/12,555164,514040,TZS
Morogoro,Maize,Tanzania,10/23/12,553576,512570,TZS
Morogoro,Maize,Tanzania,10/24/12,552352,511437,TZS
Morogoro,Maize,Tanzania,10/25/12,555907,514728,TZS
Morogoro,Maize,Tanzania,10/26/12,638156,596984,TZS
Morogoro,Maize,Tanzania,10/29/12,543139,502906,TZS
Morogoro,Maize,Tanzania,10/30/12,623605,583372,TZS
Morogoro,Maize,Tanzania,10/31/12,625608,585245,TZS
Morogoro,Maize,Tanzania,11/1/12,626409,585995,TZS
Morogoro,Maize,Tanzania,11/2/12,630013,579205,TZS
Morogoro,Maize,Tanzania,11/5/12,631215,590491,TZS
Morogoro,Maize,Tanzania,11/5/12,631215,590491,TZS
Morogoro,Maize,Tanzania,11/6/12,630013,589367,TZS
Morogoro,Maize,Tanzania,11/7/12,628011,587494,TZS
Morogoro,Maize,Tanzania,11/8/12,647856,607364,TZS
Morogoro,Maize,Tanzania,11/9/12,659658,588618,TZS
Morogoro,Maize,Tanzania,11/12/12,659238,588243,TZS
Morogoro,Maize,Tanzania,11/13/12,658818,587868,TZS
Morogoro,Maize,Tanzania,11/14/12,658818,587868,TZS
Morogoro,Maize,Tanzania,11/15/12,651243,581109,TZS
Morogoro,Maize,Tanzania,11/16/12,651243,581109,TZS
Morogoro,Maize,Tanzania,11/19/12,651243,581109,TZS
Morogoro,Maize,Tanzania,11/20/12,649587,579631,TZS
Morogoro,Maize,Tanzania,11/21/12,650000,580000,TZS
Morogoro,Maize,Tanzania,11/22/12,650000,580000,TZS
Morogoro,Maize,Tanzania,11/23/12,650000,580000,TZS
Morogoro,Maize,Tanzania,11/23/12,650000,580000,TZS
Morogoro,Maize,Tanzania,11/26/12,650001,580000,TZS
Morogoro,Maize,Tanzania,11/27/12,649999,580001,TZS
Morogoro,Maize,Tanzania,11/28/12,649999,580001,TZS
Morogoro,Maize,Tanzania,11/29/12,650000,580000,TZS
Morogoro,Maize,Tanzania,11/30/12,650001,580000,TZS
Morogoro,Maize,Tanzania,12/3/12,650000,580000,TZS
Morogoro,Maize,Tanzania,12/4/12,662712,591343,TZS
Morogoro,Maize,Tanzania,12/5/12,580000,650000,TZS
Morogoro,Maize,Tanzania,12/6/12,650000,540001,TZS
Morogoro,Maize,Tanzania,12/7/12,650000,580000,TZS
Morogoro,Maize,Tanzania,12/10/12,650000,580000,TZS
Morogoro,Maize,Tanzania,12/13/12,650000,580000,TZS
Morogoro,Maize,Tanzania,12/14/12,650001,580000,TZS
Morogoro,Maize,Tanzania,12/17/12,650000,579999,TZS
Morogoro,Maize,Tanzania,12/18/12,650000,580000,TZS
Morogoro,Maize,Tanzania,12/20/12,650000,580001,TZS
Morogoro,Maize,Tanzania,12/21/12,650413,580370,TZS
Morogoro,Maize,Tanzania,3/14/13,801001,700877,TZS
Morogoro,Maize,Tanzania,3/15/13,806533,705715,TZS
Morogoro,Maize,Tanzania,3/20/13,829854,728653,TZS
Morogoro,Maize,Tanzania,3/22/13,800000,700000,TZS
Morogoro,Maize,Tanzania,3/26/13,821652,718946,TZS
Morogoro,Maize,Tanzania,3/27/13,822629,719801,TZS
Morogoro,Maize,Tanzania,3/28/13,821374,728969,TZS
Morogoro,Maize,Tanzania,3/28/13,821374,728969,TZS
Morogoro,Maize,Tanzania,3/29/13,1082697,960894,TZS
Morogoro,Maize,Tanzania,4/1/13,1082697,960894,TZS
Morogoro,Maize,Tanzania,4/2/13,825705,732814,TZS
Morogoro,Maize,Tanzania,4/3/13,825139,732311,TZS
Morogoro,Maize,Tanzania,4/4/13,824638,731866,TZS
Morogoro,Maize,Tanzania,4/9/13,1082697,960894,TZS
Morogoro,Maize,Tanzania,4/10/13,824177,731457,TZS
Morogoro,Maize,Tanzania,4/11/13,823676,731013,TZS
Morogoro,Maize,Tanzania,4/12/13,821576,729149,TZS
Morogoro,Maize,Tanzania,4/15/13,827335,734260,TZS
Morogoro,Maize,Tanzania,4/16/13,822776,730213,TZS
Morogoro,Maize,Tanzania,4/17/13,828165,734996,TZS
Morogoro,Maize,Tanzania,4/18/13,828256,735077,TZS
Morogoro,Maize,Tanzania,4/19/13,829192,735908,TZS
Morogoro,Maize,Tanzania,4/24/13,827912,724423,TZS
Morogoro,Maize,Tanzania,4/25/13,828423,724870,TZS
Morogoro,Maize,Tanzania,4/26/13,822700,719863,TZS
Morogoro,Maize,Tanzania,5/24/13,647969,448594,TZS
Morogoro,Maize,Tanzania,5/29/13,645938,447188,TZS
Morogoro,Maize,Tanzania,5/30/13,648375,448875,TZS
Morogoro,Maize,Tanzania,5/31/13,647969,448594,TZS
Morogoro,Maize,Tanzania,6/3/13,648375,448875,TZS
Morogoro,Maize,Tanzania,6/4/13,648375,448875,TZS
Morogoro,Maize,Tanzania,6/5/13,646750,447750,TZS
Morogoro,Maize,Tanzania,6/6/13,648781,449156,TZS
Morogoro,Maize,Tanzania,6/7/13,648375,448875,TZS
Morogoro,Maize,Tanzania,6/10/13,650813,450563,TZS
Morogoro,Maize,Tanzania,6/11/13,648375,428925,TZS
Morogoro,Maize,Tanzania,6/17/13,650406,450282,TZS
Morogoro,Maize,Tanzania,6/19/13,649593,449719,TZS
Morogoro,Maize,Tanzania,6/20/13,649593,449719,TZS
Morogoro,Maize,Tanzania,6/21/13,655287,453661,TZS
Morogoro,Maize,Tanzania,6/24/13,655694,453942,TZS
Morogoro,Maize,Tanzania,6/27/13,633729,438736,TZS
Morogoro,Maize,Tanzania,6/28/13,642678,395495,TZS
Morogoro,Maize,Tanzania,7/1/13,661795,407259,TZS
Morogoro,Maize,Tanzania,7/2/13,650406,400250,TZS
Morogoro,Maize,Tanzania,7/3/13,648372,398999,TZS
Morogoro,Maize,Tanzania,7/4/13,648779,399249,TZS
Morogoro,Maize,Tanzania,7/9/13,647152,398248,TZS
Morogoro,Maize,Tanzania,7/10/13,643898,396245,TZS
Morogoro,Maize,Tanzania,7/11/13,645118,396996,TZS
Morogoro,Maize,Tanzania,7/16/13,646311,397730,TZS
Morogoro,Maize,Tanzania,7/17/13,649176,399492,TZS
Morogoro,Maize,Tanzania,7/18/13,650412,400253,TZS
Morogoro,Maize,Tanzania,7/19/13,672062,413576,TZS
Morogoro,Maize,Tanzania,8/6/13,650165,400100,TZS
Morogoro,Maize,Tanzania,8/7/13,650000,399999,TZS
Morogoro,Maize,Tanzania,8/14/13,649163,399485,TZS
Morogoro,Maize,Tanzania,8/15/13,649902,399940,TZS
Morogoro,Maize,Tanzania,8/19/13,650000,400000,TZS
Morogoro,Maize,Tanzania,8/20/13,649219,399519,TZS
Morogoro,Maize,Tanzania,8/21/13,650000,399999,TZS
Morogoro,Maize,Tanzania,8/22/13,648163,398869,TZS
Morogoro,Maize,Tanzania,8/26/13,649054,399418,TZS
Morogoro,Maize,Tanzania,8/27/13,649589,399747,TZS
Morogoro,Maize,Tanzania,8/28/13,650001,400001,TZS
Morogoro,Maize,Tanzania,8/29/13,649999,400000,TZS
Morogoro,Maize,Tanzania,9/9/13,550000,400000,TZS
Morogoro,Maize,Tanzania,9/10/13,550000,400000,TZS
Morogoro,Maize,Tanzania,9/12/13,550000,400001,TZS
Morogoro,Maize,Tanzania,9/13/13,549999,400000,TZS
Morogoro,Maize,Tanzania,9/18/13,549999,399999,TZS
Morogoro,Maize,Tanzania,9/25/13,549999,420000,TZS
Morogoro,Maize,Tanzania,9/27/13,549999,420000,TZS
Morogoro,Maize,Tanzania,10/1/13,551403,421070,TZS
Morogoro,Maize,Tanzania,10/2/13,548951,449142,TZS
Morogoro,Maize,Tanzania,10/8/13,550000,450000,TZS
Morogoro,Maize,Tanzania,10/10/13,549999,450000,TZS
Morogoro,Maize,Tanzania,10/11/13,548603,448857,TZS
Morogoro,Maize,Tanzania,10/15/13,549999,450001,TZS
Morogoro,Maize,Tanzania,10/16/13,550000,450001,TZS
Morogoro,Maize,Tanzania,10/17/13,549999,450001,TZS
Morogoro,Maize,Tanzania,11/14/13,566928,453541,TZS
Morogoro,Maize,Tanzania,11/20/13,550000,440001,TZS
Morogoro,Maize,Tanzania,1/7/14,551413,451156,TZS
Morogoro,Maize,Tanzania,1/8/14,550000,500001,TZS
Morogoro,Maize,Tanzania,1/9/14,552806,502552,TZS
Morogoro,Maize,Tanzania,1/10/14,551047,500952,TZS
Morogoro,Maize,Tanzania,2/13/14,571438,521313,TZS
Morogoro,Maize,Tanzania,2/14/14,569999,520000,TZS
Morogoro,Maize,Tanzania,2/18/14,570000,520000,TZS
Morogoro,Maize,Tanzania,2/19/14,586119,534705,TZS
Moshi,Maize,Tanzania,11/7/11,0,459784,TZS
Moshi,Maize,Tanzania,11/8/11,0,453598,TZS
Moshi,Maize,Tanzania,11/9/11,0,458675,TZS
Moshi,Maize,Tanzania,11/9/11,0,596451,TZS
Moshi,Maize,Tanzania,11/10/11,0,459030,TZS
Moshi,Maize,Tanzania,11/11/11,0,460281,TZS
Moshi,Maize,Tanzania,11/16/11,0,440268,TZS
Moshi,Maize,Tanzania,11/18/11,0,455762,TZS
Moshi,Maize,Tanzania,11/28/11,0,435131,TZS
Moshi,Maize,Tanzania,11/29/11,0,435113,TZS
Moshi,Maize,Tanzania,11/30/11,0,440114,TZS
Moshi,Maize,Tanzania,12/1/11,0,440114,TZS
Moshi,Maize,Tanzania,12/2/11,0,437609,TZS
Moshi,Maize,Tanzania,12/5/11,0,437926,TZS
Moshi,Maize,Tanzania,12/6/11,0,438413,TZS
Moshi,Maize,Tanzania,12/7/11,0,433742,TZS
Moshi,Maize,Tanzania,12/8/11,0,439340,TZS
Moshi,Maize,Tanzania,12/12/11,0,433840,TZS
Moshi,Maize,Tanzania,12/13/11,0,438719,TZS
Moshi,Maize,Tanzania,12/14/11,0,439865,TZS
Moshi,Maize,Tanzania,12/19/11,0,459879,TZS
Moshi,Maize,Tanzania,12/20/11,0,459166,TZS
Moshi,Maize,Tanzania,12/21/11,0,459731,TZS
Moshi,Maize,Tanzania,12/22/11,0,458320,TZS
Moshi,Maize,Tanzania,12/23/11,0,460154,TZS
Moshi,Maize,Tanzania,12/24/11,0,459087,TZS
Moshi,Maize,Tanzania,12/26/11,0,460625,TZS
Moshi,Maize,Tanzania,12/27/11,0,460625,TZS
Moshi,Maize,Tanzania,12/28/11,0,460953,TZS
Moshi,Maize,Tanzania,12/29/11,0,458303,TZS
Moshi,Maize,Tanzania,12/30/11,0,458758,TZS
Moshi,Maize,Tanzania,1/5/12,0,517893,TZS
Moshi,Maize,Tanzania,1/6/12,0,461289,TZS
Moshi,Maize,Tanzania,1/7/12,0,524858,TZS
Musoma,Maize,Tanzania,11/7/11,0,479236,TZS
Musoma,Maize,Tanzania,11/8/11,0,474695,TZS
Musoma,Maize,Tanzania,11/9/11,0,746436,TZS
Musoma,Maize,Tanzania,11/9/11,0,477859,TZS
Musoma,Maize,Tanzania,11/10/11,0,478229,TZS
Musoma,Maize,Tanzania,11/11/11,0,479387,TZS
Musoma,Maize,Tanzania,11/16/11,0,480135,TZS
Musoma,Maize,Tanzania,11/18/11,0,474609,TZS
Musoma,Maize,Tanzania,11/28/11,0,473476,TZS
Musoma,Maize,Tanzania,11/29/11,0,473456,TZS
Musoma,Maize,Tanzania,11/30/11,0,480125,TZS
Musoma,Maize,Tanzania,12/1/11,0,480125,TZS
Musoma,Maize,Tanzania,12/2/11,0,477392,TZS
Musoma,Maize,Tanzania,12/5/11,0,479240,TZS
Musoma,Maize,Tanzania,12/6/11,0,477969,TZS
Musoma,Maize,Tanzania,12/7/11,0,472877,TZS
Musoma,Maize,Tanzania,12/8/11,0,479720,TZS
Musoma,Maize,Tanzania,12/12/11,0,473715,TZS
Musoma,Maize,Tanzania,12/13/11,0,478602,TZS
Musoma,Maize,Tanzania,12/14/11,0,479853,TZS
Musoma,Maize,Tanzania,12/19/11,0,480423,TZS
Musoma,Maize,Tanzania,12/20/11,0,479679,TZS
Musoma,Maize,Tanzania,12/21/11,0,480198,TZS
Musoma,Maize,Tanzania,12/22/11,0,478725,TZS
Musoma,Maize,Tanzania,12/23/11,0,480501,TZS
Musoma,Maize,Tanzania,12/24/11,0,479456,TZS
Musoma,Maize,Tanzania,12/26/11,0,479491,TZS
Musoma,Maize,Tanzania,12/27/11,0,479491,TZS
Musoma,Maize,Tanzania,12/28/11,0,479832,TZS
Musoma,Maize,Tanzania,12/29/11,0,478707,TZS
Musoma,Maize,Tanzania,12/30/11,0,479043,TZS
Musoma,Maize,Tanzania,1/5/12,0,514763,TZS
Musoma,Maize,Tanzania,1/6/12,0,481686,TZS
Musoma,Maize,Tanzania,1/7/12,0,521715,TZS
Mwanza,Maize,Tanzania,1/1/95,0,62118,TZS
Mwanza,Maize,Tanzania,2/1/95,0,61248,TZS
Mwanza,Maize,Tanzania,3/1/95,0,58080,TZS
Mwanza,Maize,Tanzania,4/1/95,0,57024,TZS
Mwanza,Maize,Tanzania,5/1/95,0,55440,TZS
Mwanza,Maize,Tanzania,6/1/95,0,58080,TZS
Mwanza,Maize,Tanzania,7/1/95,0,73125,TZS
Mwanza,Maize,Tanzania,8/1/95,0,75718,TZS
Mwanza,Maize,Tanzania,9/1/95,0,74880,TZS
Mwanza,Maize,Tanzania,10/1/95,0,80145,TZS
Mwanza,Maize,Tanzania,11/1/95,0,100968,TZS
Mwanza,Maize,Tanzania,12/1/95,0,125545,TZS
Mwanza,Maize,Tanzania,1/1/96,0,142205,TZS
Mwanza,Maize,Tanzania,2/1/96,0,146370,TZS
Mwanza,Maize,Tanzania,3/1/96,0,125545,TZS
Mwanza,Maize,Tanzania,4/1/96,0,98175,TZS
Mwanza,Maize,Tanzania,5/1/96,0,74970,TZS
Mwanza,Maize,Tanzania,6/1/96,0,67235,TZS
Mwanza,Maize,Tanzania,7/1/96,0,75565,TZS
Mwanza,Maize,Tanzania,8/1/96,0,92820,TZS
Mwanza,Maize,Tanzania,9/1/96,0,93810,TZS
Mwanza,Maize,Tanzania,10/1/96,0,98530,TZS
